hour_of_day,day_of_week,bus_id,stop_id,historic_fullness
10,2,3,4,43.33
19,5,1,2,63.88
14,1,2,4,21.84
16,6,2,1,38.18
16,6,1,1,54.52
9,5,3,4,56.07
4,6,3,5,0.0
0,1,1,2,39.76
1,1,1,4,26.83
1,2,3,2,31.07
8,2,2,5,57.25
12,5,1,1,40.83
7,2,2,5,54.5
14,1,2,5,23.97
17,2,2,2,77.75
8,5,3,1,41.46
9,0,2,1,69.21
5,6,3,2,7.09
7,5,1,2,61.17
8,5,2,5,46.44
0,6,3,1,21.14
15,1,3,2,52.35
19,6,1,2,62.44
8,4,2,3,57.08
13,3,2,4,42.53
8,1,2,3,57.14
21,4,3,4,23.2
18,0,1,5,69.4
21,6,2,5,7.25
20,4,3,3,65.84
9,5,1,4,44.33
2,2,2,3,15.19
8,2,3,3,62.56
6,1,3,2,27.26
1,6,3,4,3.52
21,2,3,2,39.84
23,0,3,4,29.42
9,2,2,4,61.79
12,5,1,5,35.91
22,4,1,3,41.0
23,5,1,5,16.56
20,6,2,3,60.98
16,2,1,5,34.35
5,2,1,4,20.39
4,5,2,5,0.32
5,5,2,1,9.38
7,2,1,3,64.7
13,6,2,3,18.78
8,4,2,4,74.0
3,3,1,5,5.05
18,4,1,4,64.46
6,4,1,4,29.25
16,2,2,1,47.16
4,1,1,3,22.64
13,4,2,2,59.98
10,6,3,2,24.61
2,3,2,2,32.23
10,5,1,1,28.32
14,2,1,2,72.16
18,6,1,4,50.5
2,1,3,4,12.48
20,3,2,4,70.07
15,3,1,1,53.31
17,1,3,3,63.52
0,2,3,2,23.96
0,5,1,2,25.35
7,5,2,3,53.82
4,0,2,5,17.71
18,2,1,1,97.68
1,2,2,4,10.54
23,4,3,5,9.04
10,3,3,2,39.29
10,3,2,2,65.64
5,6,2,1,8.57
7,1,3,2,83.11
6,5,1,5,33.42
16,1,1,3,35.57
22,5,1,4,29.55
20,2,3,5,68.03
1,4,1,1,26.97
20,6,1,1,68.37
22,0,2,4,25.35
12,0,3,3,26.88
15,5,1,2,39.81
22,5,3,1,15.21
9,3,3,1,65.27
21,4,2,5,18.84
19,5,1,4,61.87
3,4,3,5,0.0
3,2,1,1,32.65
15,1,3,2,51.67
8,6,3,2,44.05
11,5,2,3,32.99
5,0,3,4,19.82
6,5,2,3,15.32
7,0,1,1,88.38
3,6,3,4,3.35
4,0,3,1,14.36
23,5,1,3,29.55
20,1,2,3,74.47
8,3,1,1,75.61
5,6,1,3,19.31
11,6,3,3,17.63
13,5,1,1,41.35
1,0,1,2,23.69
10,2,2,5,24.11
8,5,1,3,52.77
10,1,1,4,29.12
12,3,2,4,44.89
22,6,2,4,28.73
20,6,1,1,74.87
4,5,3,1,1.26
5,0,2,5,7.47
15,6,3,4,29.7
5,4,2,3,21.13
19,0,3,2,93.55
15,3,1,4,43.15
14,0,1,3,46.54
20,2,1,5,62.53
23,4,3,5,21.07
7,5,2,5,43.78
16,5,3,5,15.66
3,3,3,2,32.65
15,2,3,4,23.71
4,6,3,5,0.0
1,0,3,2,10.31
16,6,2,4,24.06
5,0,2,3,11.17
7,2,2,1,52.78
16,1,3,4,28.11
12,6,1,1,59.94
14,3,3,4,29.95
2,6,2,4,11.71
10,0,2,1,40.65
3,3,2,1,24.21
17,4,1,1,87.35
19,4,3,3,62.68
16,4,1,4,37.14
10,2,1,2,52.57
14,2,3,5,19.66
19,3,3,3,72.94
22,3,1,1,43.6
21,1,1,3,33.95
11,6,3,3,29.29
17,4,2,1,67.81
1,1,2,2,30.23
22,5,3,4,14.93
3,2,3,2,33.69
6,0,2,2,48.8
14,6,1,3,34.8
3,6,2,1,21.54
20,6,3,5,56.12
3,6,2,4,9.46
21,4,3,2,40.08
15,0,3,1,29.51
17,3,3,4,51.48
16,6,1,5,17.56
5,5,1,1,15.12
12,5,3,5,13.5
10,4,2,4,30.45
19,5,1,3,69.24
12,2,2,4,34.44
4,1,2,5,13.89
22,5,3,3,20.52
22,4,2,5,9.2
20,1,1,2,77.49
19,5,2,3,58.85
21,1,3,2,30.32
16,4,3,3,34.8
22,0,2,5,37.25
15,4,3,4,39.75
21,5,3,3,18.29
13,6,1,5,36.93
3,0,2,2,31.19
1,5,1,2,22.3
8,6,1,3,55.09
21,2,1,1,42.58
22,6,2,2,31.89
17,0,2,4,66.36
3,4,3,5,6.28
7,5,3,5,40.02
12,1,3,3,38.5
22,5,1,4,34.53
12,3,3,3,42.6
17,0,1,3,63.12
6,4,2,2,24.57
20,5,3,3,62.47
18,4,3,5,44.06
6,6,3,2,28.2
9,3,1,1,65.64
5,1,3,5,0.0
3,3,1,4,24.33
8,4,2,2,81.07
5,4,2,1,20.39
10,3,3,2,19.27
1,1,2,5,5.63
1,6,3,5,0.0
21,2,2,5,13.17
17,2,1,3,76.47
16,1,1,5,29.88
2,6,3,2,19.63
13,4,3,4,30.96
2,2,1,2,27.22
21,2,2,3,44.57
9,1,3,5,48.73
15,4,3,1,39.78
3,5,2,4,0.0
7,5,3,5,36.45
7,0,3,3,52.92
12,6,1,4,28.62
8,4,3,3,73.69
0,4,2,5,0.0
16,3,2,1,27.09
9,5,1,3,71.77
16,0,1,2,48.33
17,4,1,1,74.65
6,5,3,2,38.32
21,3,1,2,45.16
17,6,3,4,64.61
20,6,1,2,80.42
0,3,3,3,11.1
1,0,1,1,47.26
5,6,2,5,0.0
2,4,1,3,30.94
13,3,2,4,37.39
13,2,1,4,50.41
21,0,3,1,47.49
20,5,3,1,60.26
23,4,1,1,38.97
11,4,1,3,48.68
21,2,3,1,29.58
9,6,2,4,66.11
12,6,3,1,31.09
15,1,3,2,42.08
4,5,2,5,1.48
9,5,1,3,49.22
21,6,3,3,12.23
0,4,3,2,34.6
3,0,1,5,9.74
19,3,3,5,46.62
2,2,1,3,29.29
6,3,3,5,29.49
4,1,1,2,40.75
19,6,2,2,77.97
3,1,3,5,0.0
1,6,3,4,0.0
20,4,1,3,87.01
21,0,2,1,37.42
6,5,3,4,12.99
10,2,1,2,60.63
3,2,3,1,24.45
6,2,2,4,33.65
10,4,3,3,47.32
22,4,1,5,24.85
18,2,2,4,72.42
5,0,2,2,30.46
7,5,3,4,47.15
8,6,2,2,77.23
21,5,2,4,24.06
14,3,2,3,44.31
15,4,1,2,63.58
20,4,1,3,72.08
4,4,1,3,18.29
23,5,1,1,26.64
0,6,3,1,0.0
18,4,2,5,76.45
6,0,3,3,21.17
17,4,2,2,78.23
11,3,1,5,32.79
23,6,2,2,37.46
14,4,3,1,46.53
12,2,3,1,46.88
21,1,3,2,35.34
16,1,2,2,43.66
5,4,3,2,27.26
23,5,2,3,23.01
1,1,2,2,42.86
2,2,2,2,33.93
1,5,1,5,10.88
11,3,2,4,40.3
1,0,3,3,24.39
3,5,3,3,6.45
23,2,3,5,9.63
18,1,2,4,68.2
11,4,3,1,34.79
16,2,2,2,40.77
16,3,2,3,39.69
15,6,2,5,29.91
0,4,1,4,20.17
5,1,1,5,17.47
20,2,1,2,98.62
5,1,2,5,11.93
22,6,1,2,60.81
13,6,2,1,39.52
15,5,2,4,10.91
6,4,1,4,41.03
0,1,1,2,38.05
18,4,1,2,95.32
20,4,1,5,70.39
4,0,1,3,23.89
5,4,2,5,0.21
18,5,1,3,63.33
2,1,2,5,3.2
15,6,2,2,35.36
7,6,2,5,49.71
4,6,3,2,28.36
19,5,3,3,58.16
5,5,3,3,0.0
14,4,3,1,43.56
7,3,2,2,84.57
3,0,1,5,10.12
16,5,2,2,33.93
19,0,1,4,70.12
19,4,1,5,58.72
16,6,1,1,40.19
15,5,1,5,24.03
17,6,1,4,63.36
16,3,2,1,32.9
22,4,2,2,41.5
15,6,2,3,35.78
18,6,3,5,42.02
3,3,1,3,38.82
15,6,1,1,36.8
9,4,3,4,56.8
8,1,1,1,82.46
18,4,1,5,53.65
0,3,3,2,10.91
22,6,2,4,7.79
11,0,1,4,50.1
20,4,2,3,65.59
17,3,3,3,85.47
19,2,3,4,55.49
6,3,3,5,21.48
15,1,2,5,42.34
17,3,2,3,86.05
18,2,3,4,76.49
23,1,3,1,44.67
23,1,2,2,53.19
3,1,3,4,14.74
10,6,3,5,16.23
22,5,3,1,20.59
5,3,3,1,13.45
2,6,1,4,9.97
19,3,1,1,78.64
8,1,2,1,66.37
19,0,3,4,65.57
12,4,3,5,32.64
9,5,3,1,55.71
5,5,2,4,16.82
0,1,3,5,0.0
9,1,1,5,58.45
16,4,3,2,34.27
19,1,3,1,55.07
11,1,3,1,39.34
5,0,2,4,14.03
11,5,2,4,37.11
18,1,3,1,75.05
23,5,1,1,26.81
17,2,3,5,69.83
18,2,2,3,79.77
7,4,1,4,69.66
12,4,1,3,43.19
5,3,3,1,12.32
17,0,3,3,62.02
10,0,3,3,38.71
17,6,3,3,70.08
22,3,2,5,37.35
15,6,1,3,31.09
14,5,2,5,11.04
0,3,1,3,26.13
2,3,3,2,10.85
21,5,1,3,32.59
13,2,3,5,23.82
0,5,2,2,16.27
9,0,2,3,52.24
2,4,1,4,24.11
10,2,1,5,25.74
8,1,3,2,60.64
15,5,1,2,22.02
23,1,2,2,44.78
7,1,1,5,74.18
11,1,1,1,63.29
2,5,3,4,0.0
19,0,3,1,65.18
15,2,3,3,38.75
15,4,2,4,27.01
5,6,3,3,7.41
12,1,3,2,51.13
1,4,2,4,24.82
17,0,3,3,64.2
12,6,3,2,33.37
14,0,3,5,17.98
14,2,3,1,33.38
0,5,1,4,8.19
18,0,2,3,72.94
19,6,2,2,77.31
17,2,1,3,68.57
15,4,2,3,51.94
5,3,2,2,27.83
13,5,2,3,29.83
12,2,2,2,44.02
18,1,3,2,55.61
3,5,2,2,27.07
17,3,2,2,85.89
4,6,3,2,12.75
15,6,1,2,45.54
13,3,1,5,39.13
17,5,2,4,42.5
9,2,3,5,45.77
1,3,1,2,41.35
1,1,2,4,4.97
20,0,2,3,72.35
8,2,2,5,44.15
17,6,2,3,63.73
0,3,1,3,24.71
21,4,1,5,17.08
18,5,3,5,54.32
5,6,2,3,4.12
10,5,3,4,8.52
23,3,1,4,36.6
19,2,2,2,89.19
5,5,2,4,0.0
20,4,3,4,60.49
2,0,1,3,28.43
7,2,2,3,70.54
22,2,3,4,26.41
8,3,2,5,52.06
16,3,2,2,38.38
5,6,1,2,25.69
23,1,3,3,21.42
23,5,3,1,1.63
6,1,2,1,43.49
3,0,2,5,17.23
1,0,2,5,0.0
2,0,2,5,1.92
4,0,3,4,14.95
9,1,1,3,86.46
14,5,1,2,45.17
16,6,1,1,29.18
1,5,2,3,8.54
15,3,3,3,46.0
17,3,1,5,59.83
5,4,3,4,3.61
20,5,3,5,41.14
13,4,3,5,17.37
9,2,2,5,55.98
7,6,1,4,68.0
9,2,2,3,67.58
4,2,1,1,27.98
16,6,1,3,27.67
9,3,3,1,52.49
22,3,2,3,42.06
0,6,2,3,9.38
19,1,1,5,63.56
11,1,2,5,55.54
13,3,1,2,57.39
22,5,3,4,8.99
12,1,2,1,41.59
13,5,1,5,34.19
19,6,3,3,55.91
9,5,3,5,28.49
8,3,1,1,82.35
5,1,2,1,19.65
20,3,3,4,74.99
8,5,3,4,53.64
6,2,1,2,46.42
1,4,1,2,45.25
3,2,2,2,30.54
22,3,3,1,41.82
7,0,1,1,78.88
15,1,2,4,28.23
9,6,2,3,49.85
14,5,1,3,43.24
2,6,1,1,17.32
8,6,2,1,56.77
17,3,1,2,77.36
8,6,2,1,63.39
3,6,3,2,31.5
12,6,2,2,31.46
23,0,1,4,35.19
23,6,1,5,31.3
21,1,2,4,29.36
21,2,2,2,48.62
20,5,1,5,46.5
16,0,2,4,33.43
20,2,1,3,73.5
1,6,3,2,22.89
3,1,3,4,19.5
10,0,1,3,60.72
18,0,2,2,84.64
0,0,3,4,12.61
22,4,1,3,41.56
2,1,1,4,17.17
2,5,3,3,7.71
20,0,1,3,72.64
20,1,3,5,56.35
3,1,2,2,40.54
10,4,3,3,21.95
14,5,1,1,49.12
22,3,2,2,55.54
8,0,2,4,59.06
17,2,3,4,43.03
6,4,1,5,25.14
11,2,3,4,40.38
8,6,3,5,39.82
5,0,3,2,17.01
14,2,2,5,25.96
11,3,1,5,41.72
12,5,1,1,44.37
19,6,2,5,48.09
7,2,3,1,62.07
21,4,2,2,41.87
16,5,2,5,7.62
4,4,2,3,32.92
13,5,2,1,32.42
3,4,3,1,29.74
1,6,1,2,37.17
1,1,1,4,27.99
6,0,1,5,26.55
20,6,2,4,58.23
16,4,3,5,19.81
8,0,2,2,67.77
19,5,1,1,72.59
6,5,2,1,20.57
14,6,3,1,39.5
11,4,3,4,26.28
11,6,3,1,31.61
19,2,3,1,72.27
23,0,2,1,37.93
6,4,1,1,49.69
23,1,3,4,21.2
6,1,3,2,46.97
18,5,1,5,44.23
23,4,2,1,41.01
20,4,2,4,80.51
22,5,2,1,22.0
5,6,1,5,0.0
12,4,2,2,54.11
17,4,2,3,71.44
10,4,2,3,37.81
13,6,3,4,23.91
23,2,3,2,45.08
18,4,1,4,78.88
17,5,2,3,63.28
14,3,2,1,43.07
23,0,2,5,30.38
0,4,1,3,40.2
0,2,1,2,33.94
10,0,3,3,22.2
17,4,3,5,63.86
18,1,1,1,79.04
14,2,1,2,37.62
8,2,3,2,76.78
7,2,2,1,65.72
18,3,3,2,74.28
23,0,3,3,32.66
15,1,2,5,31.52
3,4,3,3,20.68
1,5,3,4,0.0
2,6,1,3,19.1
11,6,2,4,22.92
3,6,1,5,10.91
0,5,3,4,4.92
1,2,3,1,12.52
10,4,3,2,48.69
10,4,3,2,35.71
4,0,3,4,16.46
14,6,3,5,17.94
16,0,1,4,49.71
9,6,2,2,63.21
4,2,1,4,17.21
18,5,1,5,54.84
12,2,1,4,37.57
16,3,3,2,46.4
4,3,3,2,12.07
15,3,3,5,16.57
6,4,3,5,11.46
7,1,1,3,77.6
13,2,3,5,38.68
2,0,3,4,9.16
13,2,2,2,48.65
10,2,3,1,35.56
9,1,2,5,64.3
14,4,1,4,32.58
1,6,1,2,26.91
21,2,1,1,52.8
3,5,1,2,29.01
19,1,2,1,76.52
10,5,1,3,38.01
14,3,1,3,23.37
6,5,3,2,35.42
6,4,3,3,24.77
17,3,3,2,60.35
22,5,3,1,29.09
12,4,3,5,35.99
1,2,1,1,28.9
9,1,3,5,57.62
8,0,2,1,82.9
2,3,3,3,25.52
21,6,3,3,33.12
3,0,2,4,20.94
7,3,3,1,65.6
10,3,3,5,7.18
2,1,1,5,13.03
14,4,3,1,33.25
1,1,3,3,32.37
10,3,2,2,43.59
0,2,3,3,15.99
11,5,2,2,44.41
16,2,1,3,40.35
12,6,1,5,38.56
8,1,1,3,65.02
12,5,1,1,41.56
23,3,3,5,14.06
20,5,1,4,49.44
7,4,1,4,60.11
9,4,2,4,59.7
17,1,1,2,81.57
18,4,3,2,69.46
4,2,3,5,0.0
4,3,1,5,14.34
5,2,1,5,2.96
17,5,1,2,81.08
10,6,1,1,35.66
10,3,2,3,23.34
14,5,3,3,22.53
4,6,1,1,13.98
4,1,1,5,17.55
19,2,3,5,65.72
19,1,3,2,60.0
7,5,1,3,60.92
2,5,2,2,18.72
16,6,3,4,20.37
22,5,2,2,36.71
12,3,2,2,43.98
5,1,1,1,27.45
13,6,1,3,28.63
13,1,3,2,53.61
6,0,1,4,35.17
19,3,3,3,80.21
14,1,2,4,34.51
1,4,3,4,4.33
23,2,2,5,12.89
23,4,3,5,5.57
16,5,3,1,12.33
16,0,2,4,32.14
1,1,3,5,9.07
12,5,1,5,12.35
12,4,3,1,47.16
6,2,2,4,26.14
9,6,2,4,51.17
5,3,2,5,22.9
1,5,3,2,22.17
14,6,3,4,17.85
2,5,3,1,2.87
5,6,3,5,0.0
4,3,2,3,14.25
14,0,1,4,38.31
18,5,1,4,52.1
2,2,2,2,28.95
22,5,1,1,35.61
3,5,2,3,8.2
2,4,3,4,4.8
23,6,3,5,11.35
5,3,3,4,13.54
1,6,1,3,6.28
18,6,3,2,76.29
5,6,1,2,24.21
22,0,2,3,35.15
9,5,2,3,60.67
20,1,1,2,86.87
6,0,3,3,37.63
0,3,2,4,17.3
17,6,1,5,50.1
15,1,1,5,37.89
21,3,2,4,20.85
14,0,3,5,25.87
0,1,3,3,14.73
19,5,3,2,63.34
1,1,1,1,28.97
20,2,1,2,69.95
1,5,3,5,0.0
9,2,1,1,75.74
3,3,1,2,36.28
21,2,3,5,11.78
18,6,3,2,75.13
14,5,3,3,18.07
1,0,2,3,27.76
11,3,1,4,43.42
17,0,2,4,59.83
4,0,3,3,29.2
10,4,2,5,15.45
6,5,1,5,27.35
1,0,3,5,13.0
2,3,3,5,0.0
22,2,2,5,36.14
10,2,3,5,18.0
19,2,1,5,67.31
18,3,3,4,62.08
15,6,1,5,23.93
7,5,2,2,71.49
0,0,1,4,26.35
20,6,1,2,61.01
19,3,2,1,85.43
10,2,3,2,26.7
0,5,1,3,23.26
8,6,1,3,69.01
9,4,3,3,51.27
0,0,3,3,11.71
10,3,3,5,11.15
19,0,1,2,83.28
10,6,2,4,17.54
15,6,1,2,51.24
15,1,3,4,40.48
17,2,2,4,76.17
23,0,3,3,25.5
18,5,3,3,53.33
17,4,1,2,71.53
18,5,2,3,53.55
2,1,2,1,32.72
10,3,3,5,32.92
5,4,3,4,0.13
5,4,1,3,20.26
22,6,2,1,29.79
8,3,1,4,67.24
7,2,2,3,58.52
6,4,2,2,48.39
3,2,1,2,31.21
2,3,3,1,19.88
15,4,1,2,59.37
10,3,3,5,20.05
9,6,2,2,61.51
3,6,3,2,14.12
6,5,1,4,24.29
12,5,3,1,27.04
0,2,1,5,12.93
2,2,2,1,37.79
3,4,3,3,19.49
0,4,2,2,27.64
10,1,1,3,45.58
8,4,2,4,57.33
21,0,2,2,54.38
5,2,1,1,32.96
19,4,3,1,69.14
6,4,2,5,28.58
10,2,1,3,27.43
18,1,1,1,70.99
9,4,2,5,45.45
14,0,1,1,51.14
15,5,1,1,53.86
12,0,1,4,57.85
12,1,3,5,30.1
18,5,3,4,54.01
19,2,2,3,55.59
6,5,3,5,5.66
2,6,2,5,0.0
4,0,3,4,5.03
3,3,2,4,13.65
15,1,1,2,51.22
19,2,2,4,49.17
5,5,3,3,10.98
10,3,2,1,31.42
2,3,1,3,26.91
15,3,1,3,61.59
11,4,3,2,37.64
16,0,2,1,19.76
10,4,3,1,32.71
9,4,2,4,68.81
18,3,1,5,80.67
7,4,1,4,55.16
12,0,2,2,53.97
22,4,2,4,26.28
18,6,2,5,49.15
22,1,1,1,66.15
23,5,3,4,2.98
3,4,3,4,12.03
10,4,1,4,38.74
5,2,2,1,33.69
19,0,3,5,55.78
12,2,2,1,47.46
2,1,1,5,11.87
20,6,1,2,77.15
21,1,2,5,22.25
9,3,3,5,54.97
14,1,1,3,42.04
9,4,3,3,63.02
13,5,2,1,34.77
18,0,3,5,64.01
12,6,1,3,34.59
1,2,3,1,5.82
0,5,3,3,15.1
3,6,2,1,7.75
7,3,3,5,44.77
12,5,2,4,20.23
12,3,2,5,41.0
6,5,1,4,7.91
4,1,3,4,35.1
11,6,2,2,48.45
9,6,3,2,61.79
4,0,1,1,29.56
4,5,2,4,7.28
4,0,1,4,24.17
14,6,3,5,20.16
13,4,1,4,44.44
16,3,3,4,25.72
12,2,1,2,53.42
13,4,1,5,33.79
15,6,3,2,33.44
22,4,2,4,39.07
17,4,2,1,79.75
1,4,2,3,0.0
3,4,2,1,30.25
4,5,3,5,0.0
8,3,3,1,64.85
16,4,1,2,46.89
15,5,3,1,38.99
21,5,3,5,17.58
9,4,1,3,63.82
17,6,1,4,63.26
14,4,2,5,22.23
23,2,2,3,23.96
9,2,1,1,69.99
22,4,3,3,36.9
23,6,3,3,27.63
1,5,2,5,4.1
5,4,1,3,30.8
23,4,1,3,44.13
15,0,1,5,29.87
2,6,2,3,13.46
4,4,2,3,26.4
8,0,3,1,71.03
19,1,3,2,84.51
21,3,2,2,50.67
8,6,3,2,62.81
15,1,3,1,48.56
10,0,1,5,29.79
4,6,2,4,0.0
12,1,3,4,28.7
23,5,1,2,34.04
18,5,2,1,59.6
20,2,1,1,78.84
5,3,2,4,8.66
9,3,3,5,47.54
7,3,3,4,39.85
15,2,1,5,36.71
13,0,2,4,35.01
12,5,2,5,13.46
21,0,1,5,35.27
20,2,2,5,67.5
20,6,2,3,47.14
8,2,1,3,63.9
20,4,2,4,58.85
21,5,1,5,12.48
6,4,2,2,51.64
10,4,1,1,43.45
2,0,2,1,22.88
16,0,3,4,8.97
11,1,3,3,40.08
8,1,1,1,65.09
19,0,1,5,65.48
21,6,1,5,22.22
20,0,3,1,80.89
2,6,3,2,4.53
12,5,3,5,0.0
5,0,3,2,26.47
8,2,2,1,84.4
20,3,2,4,74.91
22,5,2,3,26.68
5,6,1,3,11.07
1,3,2,3,26.46
1,2,2,2,22.21
14,0,2,2,53.81
19,3,1,4,74.04
3,1,3,4,18.48
6,4,3,1,57.08
14,5,2,1,38.14
1,0,1,5,10.93
23,2,2,1,39.8
15,1,3,1,25.85
1,5,2,3,4.44
4,5,2,4,1.73
18,0,3,4,55.81
15,3,2,1,46.22
17,1,1,4,63.42
22,6,2,1,38.97
18,4,2,3,70.0
21,2,2,1,39.93
20,5,1,3,62.38
17,6,2,1,66.24
14,6,2,2,46.6
5,4,1,4,13.06
21,1,2,4,24.74
3,5,3,3,2.57
15,0,3,4,19.23
23,1,1,1,38.45
6,0,3,5,16.19
7,3,2,1,77.0
17,5,2,4,57.1
17,6,2,1,66.55
1,2,1,3,31.81
23,0,2,1,38.9
6,6,3,5,13.12
14,5,3,2,34.17
23,4,1,1,47.12
1,5,1,4,5.34
20,0,2,5,40.49
1,1,3,2,23.93
0,1,3,1,31.38
9,6,1,4,62.41
19,1,3,1,77.72
3,0,2,5,19.89
19,1,1,2,85.71
13,2,3,4,31.58
10,0,3,5,15.06
17,1,2,2,77.47
1,4,1,3,29.93
2,0,2,2,39.63
13,1,3,3,33.88
17,1,2,2,76.4
18,0,1,1,80.0
20,4,2,2,84.81
0,3,1,1,18.45
0,1,1,5,0.0
9,3,3,4,50.6
22,1,1,2,40.23
20,2,3,4,55.93
13,1,1,5,33.82
22,0,3,2,36.37
22,3,3,1,46.62
20,6,2,3,62.61
13,0,3,2,47.4
6,0,3,1,39.98
19,2,3,5,45.89
7,3,3,2,78.31
8,0,1,1,74.39
4,5,2,4,10.36
5,1,3,1,11.43
1,5,2,3,0.0
6,3,2,3,41.54
19,6,2,1,68.01
3,5,1,5,0.0
5,1,1,4,13.04
16,0,1,2,59.0
23,3,3,5,10.48
10,3,1,3,53.14
7,6,1,3,52.8
7,0,1,4,70.11
6,3,1,1,42.37
15,4,2,1,49.83
13,1,1,5,30.65
14,1,2,3,38.7
4,3,3,2,25.33
20,2,2,2,71.98
10,1,1,5,35.93
1,2,1,1,25.89
14,3,2,2,48.17
10,1,2,5,17.05
5,6,3,5,0.0
5,4,3,2,23.47
2,3,3,4,29.3
6,4,2,4,36.28
8,0,3,4,54.85
23,6,1,2,37.9
10,3,3,2,40.18
18,1,3,1,74.38
13,0,1,4,30.55
23,6,3,1,33.91
13,4,2,4,40.72
22,6,1,4,30.75
15,1,1,5,38.51
0,5,3,4,0.16
6,1,2,3,40.38
7,5,1,1,69.73
15,5,2,2,37.17
22,3,3,5,15.41
0,3,2,2,30.81
22,3,1,3,52.39
20,3,3,1,60.09
20,0,2,3,58.26
16,0,2,4,31.32
8,5,3,5,40.41
18,6,1,1,71.39
19,2,3,1,71.95
16,5,2,1,28.21
3,3,2,4,26.92
19,0,2,3,57.19
5,5,3,1,3.37
17,5,1,2,74.17
10,1,3,1,21.85
20,3,3,5,53.59
22,1,3,2,53.29
10,2,2,5,25.17
21,3,2,1,41.85
2,2,2,4,4.92
15,4,3,1,35.07
15,5,3,5,12.0
9,3,3,3,57.46
21,5,1,2,50.25
14,0,1,4,44.46
5,2,1,1,21.11
5,2,1,2,36.97
15,1,1,5,38.99
20,0,2,4,74.12
21,4,1,4,47.64
11,3,2,1,36.88
9,1,1,1,68.51
7,6,3,3,39.94
13,4,2,3,38.13
15,4,3,5,28.73
17,3,2,3,77.9
18,1,2,2,79.39
8,1,2,3,62.44
9,6,1,2,71.21
11,2,2,2,43.32
19,1,3,5,71.72
9,1,1,2,67.14
5,1,1,1,31.48
10,4,1,4,51.19
8,2,1,2,80.05
17,5,1,3,63.48
11,1,2,4,32.14
17,1,3,3,63.56
3,0,2,4,25.98
4,3,2,2,12.31
0,5,3,5,7.27
10,5,3,3,8.61
15,2,3,2,42.87
18,5,2,3,56.57
22,0,3,4,29.71
1,1,3,5,0.0
3,2,1,4,23.7
19,6,1,4,76.19
11,0,2,1,34.09
19,5,1,5,56.52
16,1,2,2,39.7
0,0,3,4,13.41
21,5,1,5,20.15
12,1,2,3,34.87
19,4,3,1,73.9
21,2,2,2,59.43
22,6,2,3,23.47
12,2,1,3,50.76
11,2,2,4,24.65
17,0,1,4,62.35
23,3,2,3,38.78
5,6,3,4,11.87
23,3,1,5,32.84
19,0,1,2,82.5
9,3,3,3,59.99
2,4,2,1,15.0
0,3,3,3,19.84
13,1,3,4,37.06
22,4,1,2,46.38
5,6,2,3,6.24
17,3,1,3,77.13
18,2,2,5,56.51
23,3,1,1,44.47
0,1,2,3,36.8
20,6,3,4,48.02
3,5,3,3,2.13
13,1,2,2,44.82
0,0,2,4,20.95
2,4,3,3,13.55
18,3,3,4,54.81
8,5,3,4,55.57
22,6,1,3,41.36
16,5,3,1,20.2
8,1,3,1,50.07
4,2,2,2,38.06
11,1,1,3,39.52
11,3,3,3,41.33
1,2,2,5,0.0
20,0,3,2,82.14
20,1,1,5,55.31
5,4,2,3,25.85
21,6,2,3,25.11
21,5,3,3,12.37
3,4,3,3,11.74
4,0,1,5,20.49
9,2,2,4,60.85
10,1,1,2,54.68
4,4,1,2,50.81
17,4,3,5,42.49
17,5,3,1,72.94
13,3,1,1,50.83
4,0,2,3,12.81
9,5,2,2,54.36
14,4,3,3,33.49
5,5,2,1,22.37
23,6,1,2,38.98
4,6,3,2,27.09
22,1,2,2,33.39
6,1,1,4,34.9
22,6,1,1,24.98
0,6,2,4,7.91
1,1,1,1,37.1
21,4,3,1,31.63
15,0,2,1,24.17
2,2,3,1,21.59
3,6,1,5,8.49
6,4,1,2,53.23
21,2,1,1,54.89
4,6,3,3,0.0
18,2,2,2,85.44
16,6,3,5,19.54
7,4,3,1,50.77
3,6,3,1,12.56
16,1,3,2,35.97
9,1,3,1,64.35
23,0,1,5,32.78
22,3,2,5,21.1
5,3,3,1,14.59
5,6,2,4,5.27
13,1,3,2,36.3
13,0,2,1,36.31
14,0,3,2,50.43
15,6,2,3,20.81
17,5,1,1,75.33
10,3,1,4,38.7
9,3,3,3,46.19
21,6,2,2,29.58
17,3,2,4,74.55
6,6,1,4,17.15
21,2,1,1,41.28
21,3,3,1,38.7
12,3,3,1,46.27
3,1,2,4,12.99
22,4,1,2,45.22
2,2,1,3,36.38
6,4,2,1,53.91
7,6,2,4,57.83
8,6,3,5,40.68
18,2,3,4,53.53
11,3,3,5,18.36
12,3,3,3,39.18
4,6,2,1,18.35
3,2,2,4,26.21
7,5,1,1,70.2
3,5,1,1,7.98
15,5,1,2,53.42
12,4,3,3,27.02
4,2,3,5,1.93
3,6,1,5,7.0
15,6,2,2,55.97
9,5,2,4,74.88
16,2,3,3,34.85
17,4,1,1,78.53
13,0,2,4,39.28
10,6,2,4,27.1
14,0,1,2,52.43
17,5,2,2,84.36
15,3,1,3,46.84
22,3,2,1,43.98
18,5,2,5,55.33
21,4,3,4,28.37
15,4,1,5,41.71
1,3,2,4,10.06
18,3,3,3,60.53
9,2,1,1,66.2
18,0,1,3,78.52
11,6,3,5,21.23
0,6,3,3,8.66
12,0,2,3,53.4
11,3,2,1,44.96
